CandidateID,ApplicationDate,Source,Department,Stage,TimeToHire,OfferStatus,HireStatus,Location,ExperienceYears,Gender,DiversityFlag,EduLevel,InterviewScore,ExpectedCTC,OfferedCTC,NoticePeriodDays,JoiningDate,AttritionFlag,Recruiter,Remarks
C08864,2025-01-28,Referral,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,5,Male,No,Masters,,,,15,,No,David Brown,Profile reviewed.
C08865,2024-08-31,LinkedIn,Ops,Rejected at screening,,No Offer,Rejected by Recruiter,Remote,4,Male,No,PhD,,,,30,,No,Bob Williams,
C08866,2024-10-23,Career Site,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,10,Male,No,Diploma,,,,60,,No,Carol Davis,Standard application.
C08867,2024-12-20,Referral,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,0,Male,No,PhD,,,,90,,No,David Brown,
C08868,2025-06-22,LinkedIn,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,14,Female,Yes,Diploma,,,,30,,No,Alice Johnson,Profile reviewed.
C08869,2025-02-08,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,13,Female,Yes,PhD,,,,30,,No,Carol Davis,
C08870,2024-11-09,Agency,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,2,Female,Yes,Masters,,,,90,,No,Bob Williams,Interview completed.
C08871,2024-11-16,Agency,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,3,Male,No,Masters,,,,15,,No,Bob Williams,Profile reviewed.
C08872,2024-10-24,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,9,Male,No,Diploma,,,,15,,No,Alice Johnson,Interview completed.
C08873,2024-10-13,Career Site,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,4,Male,No,Bachelors,,,,15,,No,Alice Johnson,
C08874,2024-10-18,LinkedIn,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,12,Male,No,PhD,,,,60,,No,David Brown,Standard application.
C08875,2024-10-25,LinkedIn,Ops,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,5,Female,Yes,Bachelors,,,,90,,No,David Brown,Interview completed.
C08876,2024-11-18,Referral,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,5,Male,No,Masters,,,,60,,No,Eve Miller,Interview completed.
C08877,2024-10-01,Naukri,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,1,Male,No,Diploma,,,,15,,No,Eve Miller,
C08878,2025-06-18,Agency,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,17,Male,No,Masters,,,,90,,No,Bob Williams,Candidate met expectations.
C08879,2024-08-19,Referral,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,1,Male,No,Masters,,,,15,,No,Carol Davis,Candidate met expectations.
C08880,2024-11-20,Naukri,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,17,Male,No,PhD,,,,60,,No,Carol Davis,Candidate met expectations.
C08881,2025-05-28,Naukri,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,1,Female,Yes,Diploma,,,,90,,No,Eve Miller,Interview completed.
C08882,2025-03-19,Career Site,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Remote,1,Other,Yes,PhD,,,,30,,No,Alice Johnson,
C08883,2024-09-18,LinkedIn,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Remote,6,Male,No,Diploma,,,,15,,No,Carol Davis,Interview completed.
C08884,2024-12-01,Career Site,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,19,Female,Yes,Diploma,,,,90,,No,Eve Miller,Standard application.
C08885,2025-05-15,Naukri,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,11,Male,No,Diploma,,,,15,,No,Eve Miller,Interview completed.
C08886,2024-11-30,Naukri,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,2,Male,No,Bachelors,,,,90,,No,Bob Williams,Standard application.
C08887,2024-08-28,Agency,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Remote,7,Male,No,Diploma,,,,30,,No,David Brown,Standard application.
C08888,2025-01-13,Career Site,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,3,Female,Yes,PhD,,,,15,,No,Carol Davis,Candidate met expectations.
C08889,2024-08-24,Referral,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,4,Female,Yes,PhD,,,,30,,No,Bob Williams,
C08890,2025-07-06,LinkedIn,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,11,Female,Yes,PhD,,,,15,,No,Eve Miller,
C08891,2025-04-11,Referral,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,14,Female,Yes,Diploma,,,,30,,No,Bob Williams,Profile reviewed.
C08892,2024-11-08,Naukri,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,2,Female,Yes,Masters,,,,60,,No,Bob Williams,Interview completed.
C08893,2024-11-06,Career Site,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,12,Female,Yes,Diploma,,,,15,,No,Bob Williams,Candidate met expectations.
C08894,2025-05-23,Referral,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,4,Male,No,Bachelors,,,,60,,No,Eve Miller,Standard application.
C08895,2025-03-31,Agency,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,4,Male,No,PhD,,,,60,,No,David Brown,Interview completed.
C08896,2024-11-03,Referral,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Remote,13,Male,No,Bachelors,,,,60,,No,Alice Johnson,Candidate met expectations.
C08897,2024-07-28,LinkedIn,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,0,Female,Yes,PhD,,,,90,,No,Bob Williams,Interview completed.
C08898,2024-08-29,Career Site,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,1,Other,Yes,PhD,,,,15,,No,Eve Miller,Interview completed.
C08899,2025-03-18,Naukri,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,1,Other,Yes,Masters,,,,90,,No,Bob Williams,Interview completed.
C08900,2024-08-23,LinkedIn,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,4,Female,Yes,PhD,,,,60,,No,David Brown,Profile reviewed.
C08901,2025-02-09,LinkedIn,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Remote,9,Female,Yes,Diploma,,,,60,,No,Alice Johnson,Standard application.
C08902,2025-03-12,Referral,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,0,Male,No,PhD,,,,90,,No,Bob Williams,Interview completed.
C08903,2025-01-29,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,12,Male,No,Bachelors,,,,30,,No,Eve Miller,Interview completed.
C08904,2024-09-01,Naukri,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,3,Female,Yes,Diploma,,,,30,,No,David Brown,Profile reviewed.
C08905,2025-01-21,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,1,Male,No,Bachelors,,,,90,,No,Carol Davis,
C08906,2024-07-19,LinkedIn,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,5,Male,No,PhD,,,,15,,No,Bob Williams,Profile reviewed.
C08907,2024-07-18,Naukri,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,5,Female,Yes,Masters,,,,30,,No,Carol Davis,Candidate met expectations.
C08908,2025-01-18,Career Site,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,17,Male,No,PhD,,,,15,,No,Eve Miller,
C08909,2025-03-14,Career Site,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,18,Female,Yes,Masters,,,,90,,No,Alice Johnson,Profile reviewed.
C08910,2025-04-04,Referral,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,5,Female,Yes,Bachelors,,,,90,,No,Eve Miller,Standard application.
C08911,2024-08-07,Agency,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,9,Female,Yes,Masters,,,,30,,No,Bob Williams,
C08912,2025-01-23,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,3,Female,Yes,Masters,,,,60,,No,Alice Johnson,Profile reviewed.
C08913,2025-06-11,Agency,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Remote,3,Male,No,Masters,,,,15,,No,Bob Williams,Interview completed.
C08914,2024-11-12,LinkedIn,Ops,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,2,Male,No,PhD,,,,60,,No,Alice Johnson,Standard application.
C08915,2025-06-03,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,5,Male,No,Masters,,,,15,,No,Eve Miller,Awaiting feedback.
C08916,2025-06-18,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,8,Female,Yes,Bachelors,,,,15,,No,Carol Davis,
C08917,2024-08-03,Referral,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,17,Male,No,Bachelors,,,,15,,No,Carol Davis,Interview completed.
C08918,2025-03-23,Naukri,Ops,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,17,Female,Yes,Masters,,,,30,,No,Eve Miller,Standard application.
C08919,2025-02-23,Referral,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,13,Male,No,Diploma,,,,30,,No,Eve Miller,
C08920,2024-11-11,LinkedIn,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,6,Male,No,Bachelors,,,,90,,No,Bob Williams,
C08921,2025-03-25,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,16,Female,Yes,PhD,,,,30,,No,Bob Williams,Awaiting feedback.
C08922,2025-01-16,Naukri,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,4,Female,Yes,PhD,,,,90,,No,Alice Johnson,Standard application.
C08923,2025-02-15,Agency,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,9,Female,Yes,Diploma,,,,15,,No,Alice Johnson,
C08924,2024-11-17,Naukri,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,2,Male,No,PhD,,,,30,,No,David Brown,
C08925,2025-04-07,Career Site,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,9,Male,No,Bachelors,,,,60,,No,Carol Davis,Candidate met expectations.
C08926,2024-12-27,Agency,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,2,Female,Yes,PhD,,,,90,,No,Eve Miller,
C08927,2025-06-14,Career Site,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,1,Male,No,PhD,,,,60,,No,Alice Johnson,Standard application.
C08928,2025-07-05,Career Site,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,14,Female,Yes,Masters,,,,30,,No,Bob Williams,
C08929,2025-02-24,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,0,Female,Yes,Diploma,,,,60,,No,Eve Miller,Profile reviewed.
C08930,2024-07-28,LinkedIn,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,1,Female,Yes,Bachelors,,,,90,,No,David Brown,Profile reviewed.
C08931,2024-10-06,Agency,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,3,Male,No,Bachelors,,,,15,,No,David Brown,Profile reviewed.
C08932,2025-06-29,LinkedIn,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,4,Female,Yes,Diploma,,,,60,,No,Alice Johnson,Profile reviewed.
C08933,2024-09-13,Career Site,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,5,Female,Yes,Diploma,,,,15,,No,Alice Johnson,Profile reviewed.
C08934,2025-03-25,Agency,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,2,Male,No,Bachelors,,,,60,,No,Carol Davis,Candidate met expectations.
C08935,2025-02-12,Career Site,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,7,Male,No,Masters,,,,30,,No,Carol Davis,
C08936,2025-02-15,Referral,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,7,Male,No,Bachelors,,,,30,,No,Bob Williams,Standard application.
C08937,2024-09-20,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,5,Male,No,PhD,,,,15,,No,David Brown,Standard application.
C08938,2025-02-13,LinkedIn,Ops,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,3,Female,Yes,Masters,,,,90,,No,Carol Davis,
C08939,2024-10-05,Naukri,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,4,Female,Yes,Diploma,,,,90,,No,Carol Davis,Standard application.
C08940,2024-10-29,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,2,Female,Yes,PhD,,,,90,,No,Bob Williams,
C08941,2024-07-30,Referral,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,5,Other,Yes,Masters,,,,90,,No,Alice Johnson,
C08942,2024-11-19,Career Site,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,2,Female,Yes,Bachelors,,,,90,,No,Carol Davis,Awaiting feedback.
C08943,2025-01-05,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,0,Female,Yes,Bachelors,,,,90,,No,Alice Johnson,Candidate met expectations.
C08944,2025-06-04,Naukri,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,4,Male,No,PhD,,,,60,,No,Eve Miller,Profile reviewed.
C08945,2024-08-31,Career Site,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,0,Male,No,Masters,,,,90,,No,David Brown,Candidate met expectations.
C08946,2024-07-15,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Remote,13,Male,No,PhD,,,,15,,No,David Brown,
C08947,2024-07-15,LinkedIn,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,10,Female,Yes,PhD,,,,30,,No,Alice Johnson,Standard application.
C08948,2025-02-12,Referral,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,0,Male,No,Bachelors,,,,60,,No,Carol Davis,Awaiting feedback.
C08949,2024-08-19,LinkedIn,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,3,Female,Yes,Masters,,,,15,,No,Eve Miller,
C08950,2025-07-07,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,11,Male,No,Diploma,,,,90,,No,Alice Johnson,Candidate met expectations.
C08951,2025-04-30,LinkedIn,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,0,Male,No,Bachelors,,,,15,,No,Bob Williams,Awaiting feedback.
C08952,2025-03-20,Agency,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,7,Female,Yes,PhD,,,,60,,No,Carol Davis,
C08953,2025-03-04,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Remote,19,Male,No,Masters,,,,15,,No,Carol Davis,Candidate met expectations.
C08954,2024-11-04,Agency,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,3,Male,No,Bachelors,,,,60,,No,Carol Davis,Interview completed.
C08955,2025-02-16,LinkedIn,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,3,Male,No,Masters,,,,90,,No,Alice Johnson,Profile reviewed.
C08956,2025-03-04,Career Site,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,7,Male,No,Masters,,,,60,,No,Bob Williams,Awaiting feedback.
C08957,2025-03-17,LinkedIn,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,11,Female,Yes,Diploma,,,,30,,No,Bob Williams,
C08958,2025-05-16,LinkedIn,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,0,Male,No,Diploma,,,,15,,No,Eve Miller,Profile reviewed.
C08959,2024-09-08,LinkedIn,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,11,Male,No,Bachelors,,,,90,,No,Eve Miller,
C08960,2025-01-04,Referral,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,1,Male,No,PhD,,,,90,,No,Bob Williams,Standard application.
C08961,2024-09-24,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,7,Female,Yes,Diploma,,,,30,,No,Bob Williams,Awaiting feedback.
C08962,2024-09-06,Referral,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,5,Male,No,Bachelors,,,,90,,No,Eve Miller,Awaiting feedback.
C08963,2024-11-10,Agency,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,0,Female,Yes,PhD,,,,30,,No,Bob Williams,Awaiting feedback.
C08964,2024-10-03,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Remote,1,Female,Yes,Diploma,,,,15,,No,Carol Davis,Awaiting feedback.
C08965,2025-03-27,Referral,Ops,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,1,Male,No,Bachelors,,,,15,,No,Bob Williams,Awaiting feedback.
C08966,2025-01-06,Naukri,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,4,Male,No,Bachelors,,,,15,,No,David Brown,
C08967,2025-06-10,Agency,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,15,Female,Yes,Diploma,,,,15,,No,Eve Miller,Interview completed.
C08968,2024-10-08,Naukri,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,5,Male,No,Bachelors,,,,90,,No,Carol Davis,Interview completed.
C08969,2025-01-21,LinkedIn,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,0,Female,Yes,PhD,,,,15,,No,Bob Williams,Awaiting feedback.
C08970,2025-02-12,Referral,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,1,Male,No,Bachelors,,,,30,,No,Alice Johnson,Interview completed.
C08971,2024-09-08,Career Site,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,20,Male,No,Diploma,,,,60,,No,Alice Johnson,Profile reviewed.
C08972,2025-03-16,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,14,Female,Yes,Masters,,,,30,,No,David Brown,Interview completed.
C08973,2025-01-11,Referral,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,0,Male,No,Bachelors,,,,30,,No,David Brown,Profile reviewed.
C08974,2025-03-16,LinkedIn,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,2,Female,Yes,PhD,,,,30,,No,Bob Williams,Interview completed.
C08975,2025-03-21,Naukri,Ops,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,8,Male,No,Diploma,,,,15,,No,David Brown,Profile reviewed.
C08976,2025-04-16,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,3,Male,No,Masters,,,,15,,No,Carol Davis,
C08977,2025-01-25,Naukri,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,0,Female,Yes,Masters,,,,30,,No,Alice Johnson,
C08978,2025-01-10,Career Site,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,10,Male,No,Masters,,,,90,,No,David Brown,Standard application.
C08979,2024-12-28,LinkedIn,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Remote,5,Female,Yes,Masters,,,,60,,No,Alice Johnson,Candidate met expectations.
C08980,2025-03-10,Agency,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,2,Female,Yes,Diploma,,,,15,,No,Bob Williams,Candidate met expectations.
C08981,2024-12-10,Referral,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,7,Male,No,Bachelors,,,,15,,No,Eve Miller,Candidate met expectations.
C08982,2024-08-31,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,0,Male,No,Bachelors,,,,90,,No,Bob Williams,
C08983,2024-12-22,Career Site,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,2,Male,No,Bachelors,,,,30,,No,Carol Davis,
C08984,2025-04-12,Career Site,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,4,Male,No,Diploma,,,,15,,No,Carol Davis,
C08985,2024-08-23,LinkedIn,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,9,Female,Yes,Masters,,,,15,,No,Alice Johnson,Standard application.
C08986,2024-09-11,Referral,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,15,Female,Yes,Diploma,,,,30,,No,Carol Davis,
C08987,2024-08-03,Naukri,Ops,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,4,Female,Yes,Bachelors,,,,90,,No,Carol Davis,Awaiting feedback.
C08988,2024-09-01,Agency,Ops,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,5,Male,No,Masters,,,,30,,No,David Brown,Awaiting feedback.
C08989,2025-03-03,Referral,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,3,Male,No,Masters,,,,90,,No,Bob Williams,Profile reviewed.
C08990,2025-04-13,Naukri,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,4,Female,Yes,Bachelors,,,,15,,No,Bob Williams,Standard application.
C08991,2024-08-19,Career Site,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,16,Female,Yes,PhD,,,,30,,No,Carol Davis,Awaiting feedback.
C08992,2025-03-04,LinkedIn,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,9,Male,No,Masters,,,,30,,No,Eve Miller,Interview completed.
C08993,2024-07-28,Career Site,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,10,Female,Yes,Diploma,,,,60,,No,David Brown,
C08994,2024-07-27,Referral,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,20,Female,Yes,PhD,,,,90,,No,Carol Davis,Profile reviewed.
C08995,2024-08-12,Naukri,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,1,Female,Yes,PhD,,,,90,,No,Alice Johnson,Candidate met expectations.
C08996,2024-12-18,Naukri,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,3,Male,No,Masters,,,,30,,No,Bob Williams,Standard application.
C08997,2025-06-04,Referral,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,9,Male,No,Bachelors,,,,30,,No,David Brown,
C08998,2025-06-23,LinkedIn,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,3,Male,No,Diploma,,,,30,,No,David Brown,Interview completed.
C08999,2024-12-03,Career Site,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Remote,2,Male,No,Bachelors,,,,30,,No,David Brown,Candidate met expectations.
C09000,2025-01-13,LinkedIn,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,1,Male,No,Diploma,,,,15,,No,David Brown,Candidate met expectations.
C09001,2024-11-11,Naukri,Ops,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,3,Male,No,Diploma,,,,60,,No,Carol Davis,Interview completed.
C09002,2025-07-03,Referral,Ops,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,16,Male,No,Diploma,,,,90,,No,Carol Davis,
C09003,2025-01-16,Naukri,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,15,Male,No,Bachelors,,,,90,,No,Bob Williams,Standard application.
C09004,2025-06-19,Referral,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,4,Female,Yes,Diploma,,,,15,,No,Carol Davis,
C09005,2025-02-14,LinkedIn,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,5,Female,Yes,PhD,,,,60,,No,Eve Miller,
C09006,2025-06-14,LinkedIn,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Remote,16,Male,No,PhD,,,,60,,No,Alice Johnson,Awaiting feedback.
C09007,2024-12-21,Career Site,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,1,Male,No,Diploma,,,,90,,No,Eve Miller,Interview completed.
C09008,2025-07-04,LinkedIn,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,2,Male,No,PhD,,,,90,,No,Eve Miller,Standard application.
C09009,2024-12-11,Naukri,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Hyderabad,2,Female,Yes,PhD,,,,30,,No,David Brown,
C09010,2025-03-18,LinkedIn,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,18,Male,No,PhD,,,,90,,No,David Brown,
C09011,2024-10-25,Naukri,HR,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,3,Female,Yes,PhD,,,,15,,No,Bob Williams,Awaiting feedback.
C09012,2024-10-21,Naukri,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,6,Female,Yes,Diploma,,,,30,,No,Alice Johnson,Standard application.
C09013,2024-10-24,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,18,Female,Yes,Diploma,,,,60,,No,Carol Davis,Awaiting feedback.
C09014,2024-09-14,Agency,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,17,Female,Yes,Diploma,,,,30,,No,Bob Williams,Profile reviewed.
C09015,2025-02-28,LinkedIn,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,14,Female,Yes,Bachelors,,,,30,,No,David Brown,Candidate met expectations.
C09016,2024-10-30,Naukri,Finance,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,3,Male,No,Masters,,,,60,,No,Alice Johnson,
C09017,2024-12-03,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,5,Female,Yes,PhD,,,,30,,No,Carol Davis,Awaiting feedback.
C09018,2025-04-18,LinkedIn,Ops,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,7,Male,No,PhD,,,,60,,No,Carol Davis,Awaiting feedback.
C09019,2025-01-28,LinkedIn,Ops,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,2,Female,Yes,Masters,,,,30,,No,Carol Davis,
C09020,2024-11-18,Referral,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,2,Male,No,PhD,,,,90,,No,Bob Williams,Profile reviewed.
C09021,2025-06-15,LinkedIn,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,1,Male,No,PhD,,,,15,,No,David Brown,Candidate met expectations.
C09022,2024-08-28,LinkedIn,Ops,Rejected at screening,,No Offer,Rejected by Recruiter,Mumbai,14,Male,No,Masters,,,,90,,No,Carol Davis,Standard application.
C09023,2024-07-18,Referral,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,5,Male,No,Masters,,,,15,,No,Eve Miller,Awaiting feedback.
C09024,2025-07-04,Agency,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Bangalore,2,Female,Yes,Masters,,,,90,,No,Alice Johnson,Candidate met expectations.
C09025,2025-02-19,Naukri,Tech,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,2,Male,No,Diploma,,,,60,,No,Eve Miller,Standard application.
C09026,2025-04-20,Referral,Marketing,Rejected at screening,,No Offer,Rejected by Recruiter,Chennai,5,Male,No,Masters,,,,15,,No,Carol Davis,
